,Start (ET),Away?,Opponent,TeamPts,OppPts,Team,TeamName,Location,PreviousLocation,DistanceFromPrevious,Datetime,DaysBetweenGames,SeasonAveragePPG,PTSoverAVG
1104,19:00:00,@,Charlotte Hornets,118.0,125.0,CHI,Chicago Bulls,"[35.2272086, -80.8430827]","[25.7741728, -80.19362]",1052.300119799013,2019-02-02 19:00:00,2.979166666666667,103.9320987654321,14.067901234567898
1105,20:00:00,,New Orleans Pelicans,120.0,125.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[35.2272086, -80.8430827]",947.3655728098578,2019-02-06 20:00:00,4.041666666666667,103.9320987654321,16.0679012345679
1106,19:30:00,@,Brooklyn Nets,125.0,106.0,CHI,Chicago Bulls,"[40.678177, -73.94416]","[41.8810409, -87.6711385]",1152.8543426587062,2019-02-08 19:30:00,1.9791666666666667,103.9320987654321,21.0679012345679
1107,20:00:00,,Washington Wizards,125.0,134.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[40.678177, -73.94416]",1152.8543426587062,2019-02-09 20:00:00,1.0208333333333333,103.9320987654321,21.0679012345679
1108,20:00:00,,Milwaukee Bucks,99.0,112.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[41.8810409, -87.6711385]",0.0,2019-02-11 20:00:00,2.0,103.9320987654321,-4.932098765432102
1109,20:00:00,,Memphis Grizzlies,122.0,110.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[41.8810409, -87.6711385]",0.0,2019-02-13 20:00:00,2.0,103.9320987654321,18.0679012345679
1110,19:00:00,@,Orlando Magic,110.0,109.0,CHI,Chicago Bulls,"[28.5421109, -81.3790304]","[41.8810409, -87.6711385]",1587.3696073505798,2019-02-22 19:00:00,8.958333333333334,103.9320987654321,6.067901234567898
1111,20:00:00,,Boston Celtics,126.0,116.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[28.5421109, -81.3790304]",1587.3696073505798,2019-02-23 20:00:00,1.0416666666666667,103.9320987654321,22.0679012345679
1112,20:00:00,,Milwaukee Bucks,106.0,117.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[41.8810409, -87.6711385]",0.0,2019-02-25 20:00:00,2.0,103.9320987654321,2.0679012345678984
1113,20:00:00,@,Memphis Grizzlies,109.0,107.0,CHI,Chicago Bulls,"[35.149532, -90.048981]","[41.8810409, -87.6711385]",775.9924133002444,2019-02-27 20:00:00,2.0,103.9320987654321,5.067901234567898
1114,19:30:00,@,Atlanta Hawks,168.0,161.0,CHI,Chicago Bulls,"[33.7489924, -84.3902644]","[35.149532, -90.048981]",541.304706381189,2019-03-01 19:30:00,1.9791666666666667,103.9320987654321,64.0679012345679
1115,15:30:00,,Atlanta Hawks,118.0,123.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[33.7489924, -84.3902644]",948.2536470623575,2019-03-03 15:30:00,1.8333333333333333,103.9320987654321,14.067901234567898
1116,19:00:00,@,Indiana Pacers,96.0,105.0,CHI,Chicago Bulls,"[39.7683331, -86.1583502]","[41.8810409, -87.6711385]",267.01186533201354,2019-03-05 19:00:00,2.1458333333333335,103.9320987654321,-7.932098765432102
1117,20:00:00,,Philadelphia 76ers,108.0,107.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[39.7683331, -86.1583502]",267.01186533201354,2019-03-06 20:00:00,1.0416666666666667,103.9320987654321,4.067901234567898
1118,20:00:00,,Detroit Pistons,104.0,112.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[41.8810409, -87.6711385]",0.0,2019-03-08 20:00:00,2.0,103.9320987654321,0.06790123456789843
1119,12:00:00,@,Detroit Pistons,108.0,131.0,CHI,Chicago Bulls,"[42.3315509, -83.0466403]","[41.8810409, -87.6711385]",384.48525276836034,2019-03-10 12:00:00,1.6666666666666667,103.9320987654321,4.067901234567898
1120,20:00:00,,Los Angeles Lakers,107.0,123.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[42.3315509, -83.0466403]",384.48525276836034,2019-03-12 20:00:00,2.3333333333333335,103.9320987654321,3.0679012345678984
1121,22:30:00,@,Los Angeles Clippers,121.0,128.0,CHI,Chicago Bulls,"[34.0536909, -118.242766]","[41.8810409, -87.6711385]",2798.717318318859,2019-03-15 22:30:00,3.1041666666666665,103.9320987654321,17.0679012345679
1122,18:00:00,@,Sacramento Kings,102.0,129.0,CHI,Chicago Bulls,"[38.5810606, -121.4938951]","[34.0536909, -118.242766]",581.1464879377048,2019-03-17 18:00:00,1.8125,103.9320987654321,-1.9320987654321016
1123,22:00:00,@,Phoenix Suns,116.0,101.0,CHI,Chicago Bulls,"[33.4484367, -112.0741417]","[38.5810606, -121.4938951]",1020.0055263644973,2019-03-18 22:00:00,1.1666666666666667,103.9320987654321,12.067901234567898
1124,20:00:00,,Washington Wizards,126.0,120.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[33.4484367, -112.0741417]",2331.6784350089565,2019-03-20 20:00:00,1.9166666666666667,103.9320987654321,22.0679012345679
1125,20:00:00,,Utah Jazz,83.0,114.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[41.8810409, -87.6711385]",0.0,2019-03-23 20:00:00,3.0000000000000004,103.9320987654321,-20.9320987654321
1126,19:30:00,@,Toronto Raptors,103.0,112.0,CHI,Chicago Bulls,"[43.6534817, -79.3839347]","[41.8810409, -87.6711385]",703.8149864220176,2019-03-26 19:30:00,2.979166666666667,103.9320987654321,-0.9320987654321016
1127,20:00:00,,Portland Trail Blazers,98.0,118.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[43.6534817, -79.3839347]",703.8149864220176,2019-03-27 20:00:00,1.0208333333333333,103.9320987654321,-5.932098765432102
1128,20:00:00,,Toronto Raptors,101.0,124.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[41.8810409, -87.6711385]",0.0,2019-03-30 20:00:00,3.0000000000000004,103.9320987654321,-2.9320987654321016
1129,19:30:00,@,New York Knicks,105.0,113.0,CHI,Chicago Bulls,"[40.75054931640625, -73.99356079101562]","[41.8810409, -87.6711385]",1147.2390846711924,2019-04-01 19:30:00,1.9791666666666667,103.9320987654321,1.0679012345678984
1130,19:00:00,@,Washington Wizards,115.0,114.0,CHI,Chicago Bulls,"[38.8950368, -77.0365427]","[40.75054931640625, -73.99356079101562]",331.57307532768215,2019-04-03 19:00:00,1.9791666666666667,103.9320987654321,11.067901234567898
1131,20:00:00,,Philadelphia 76ers,96.0,116.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[38.8950368, -77.0365427]",958.5234185691302,2019-04-06 20:00:00,3.0416666666666665,103.9320987654321,-7.932098765432102
1132,20:00:00,,New York Knicks,86.0,96.0,CHI,Chicago Bulls,"[41.8810409, -87.6711385]","[41.8810409, -87.6711385]",0.0,2019-04-09 20:00:00,3.0000000000000004,103.9320987654321,-17.9320987654321
1133,20:00:00,@,Philadelphia 76ers,109.0,125.0,CHI,Chicago Bulls,"[39.952583, -75.165222]","[41.8810409, -87.6711385]",1070.7646773753029,2019-04-10 20:00:00,1.0,103.9320987654321,5.067901234567898
1296,19:00:00,,Atlanta Hawks,109.0,91.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[42.3315509, -83.0466403]",812.136097687265,2017-10-20 19:00:00,2.0,109.58641975308642,-0.5864197530864175
1297,20:00:00,@,Milwaukee Bucks,94.0,103.0,CHO,Charlotte Hornets,"[43.038902, -87.906471]","[35.2272086, -80.8430827]",1059.4090109790793,2017-10-23 20:00:00,3.0416666666666665,109.58641975308642,-15.586419753086417
1298,19:00:00,,Denver Nuggets,110.0,93.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[43.038902, -87.906471]",1059.4090109790793,2017-10-25 19:00:00,1.9583333333333333,109.58641975308642,0.4135802469135825
1299,19:00:00,,Houston Rockets,93.0,109.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2017-10-27 19:00:00,2.0,109.58641975308642,-16.586419753086417
1300,18:00:00,,Orlando Magic,120.0,113.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2017-10-29 18:00:00,1.9583333333333333,109.58641975308642,10.413580246913583
1301,20:00:00,@,Memphis Grizzlies,104.0,99.0,CHO,Charlotte Hornets,"[35.149532, -90.048981]","[35.2272086, -80.8430827]",835.809494554766,2017-10-30 20:00:00,1.0833333333333333,109.58641975308642,-5.5864197530864175
1302,19:00:00,,Milwaukee Bucks,126.0,121.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.149532, -90.048981]",835.809494554766,2017-11-01 19:00:00,1.9583333333333333,109.58641975308642,16.413580246913583
1303,20:30:00,@,San Antonio Spurs,101.0,108.0,CHO,Charlotte Hornets,"[29.4246002, -98.4951405]","[35.2272086, -80.8430827]",1775.367561554183,2017-11-03 20:30:00,2.0625,109.58641975308642,-8.586419753086417
1304,20:00:00,@,Minnesota Timberwolves,94.0,112.0,CHO,Charlotte Hornets,"[44.9788262, -93.274851]","[29.4246002, -98.4951405]",1788.13986087524,2017-11-05 20:00:00,1.9791666666666667,109.58641975308642,-15.586419753086417
1305,19:30:00,@,New York Knicks,113.0,118.0,CHO,Charlotte Hornets,"[40.75054931640625, -73.99356079101562]","[44.9788262, -93.274851]",1634.7249481324693,2017-11-07 19:30:00,1.9791666666666667,109.58641975308642,3.4135802469135825
1306,19:30:00,@,Boston Celtics,87.0,90.0,CHO,Charlotte Hornets,"[42.3602534, -71.0582912]","[40.75054931640625, -73.99356079101562]",302.5839660957975,2017-11-10 19:30:00,3.0000000000000004,109.58641975308642,-22.586419753086417
1307,20:00:00,,Cleveland Cavaliers,107.0,115.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[42.3602534, -71.0582912]",1158.927362894352,2017-11-15 20:00:00,5.020833333333333,109.58641975308642,-2.5864197530864175
1308,20:00:00,@,Chicago Bulls,120.0,123.0,CHO,Charlotte Hornets,"[41.8810409, -87.6711385]","[35.2272086, -80.8430827]",947.3655728098578,2017-11-17 20:00:00,2.0,109.58641975308642,10.413580246913583
1309,19:00:00,,Los Angeles Clippers,102.0,87.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[41.8810409, -87.6711385]",947.3655728098578,2017-11-18 19:00:00,0.9583333333333334,109.58641975308642,-7.5864197530864175
1310,19:00:00,,Minnesota Timberwolves,118.0,102.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2017-11-20 19:00:00,2.0,109.58641975308642,8.413580246913583
1311,19:00:00,,Washington Wizards,129.0,124.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2017-11-22 19:00:00,2.0,109.58641975308642,19.413580246913583
1312,20:00:00,@,Cleveland Cavaliers,99.0,100.0,CHO,Charlotte Hornets,"[41.5051613, -81.6934446]","[35.2272086, -80.8430827]",701.5501908483586,2017-11-24 20:00:00,2.0416666666666665,109.58641975308642,-10.586419753086417
1313,19:00:00,,San Antonio Spurs,86.0,106.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[41.5051613, -81.6934446]",701.5501908483586,2017-11-25 19:00:00,0.9583333333333334,109.58641975308642,-23.586419753086417
1314,19:30:00,@,Toronto Raptors,113.0,126.0,CHO,Charlotte Hornets,"[43.6534817, -79.3839347]","[35.2272086, -80.8430827]",944.6612860094633,2017-11-29 19:30:00,4.020833333333333,109.58641975308642,3.4135802469135825
1315,20:00:00,@,Miami Heat,100.0,105.0,CHO,Charlotte Hornets,"[25.7741728, -80.19362]","[43.6534817, -79.3839347]",1988.1889812356646,2017-12-01 20:00:00,2.0208333333333335,109.58641975308642,-9.586419753086417
1316,19:00:00,,Orlando Magic,104.0,94.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[25.7741728, -80.19362]",1052.300119799013,2017-12-04 19:00:00,2.9583333333333335,109.58641975308642,-5.5864197530864175
1317,20:00:00,,Golden State Warriors,87.0,101.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2017-12-06 20:00:00,2.0416666666666665,109.58641975308642,-22.586419753086417
1318,19:00:00,,Chicago Bulls,111.0,119.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2017-12-08 19:00:00,1.9583333333333333,109.58641975308642,1.4135802469135825
1319,19:00:00,,Los Angeles Lakers,99.0,110.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2017-12-09 19:00:00,1.0,109.58641975308642,-10.586419753086417
1320,20:00:00,@,Oklahoma City Thunder,116.0,103.0,CHO,Charlotte Hornets,"[35.46756, -97.516426]","[35.2272086, -80.8430827]",1509.7151621500043,2017-12-11 20:00:00,2.0416666666666665,109.58641975308642,6.4135802469135825
1321,21:30:00,@,Houston Rockets,96.0,108.0,CHO,Charlotte Hornets,"[29.7589382, -95.3676974]","[35.46756, -97.516426]",665.4350504907082,2017-12-13 21:30:00,2.0625,109.58641975308642,-13.586419753086417
1322,19:00:00,,Miami Heat,98.0,104.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[29.7589382, -95.3676974]",1488.828762733885,2017-12-15 19:00:00,1.8958333333333333,109.58641975308642,-11.586419753086417
1323,19:00:00,,Portland Trail Blazers,91.0,93.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2017-12-16 19:00:00,1.0,109.58641975308642,-18.586419753086417
1324,19:00:00,,New York Knicks,109.0,91.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2017-12-18 19:00:00,2.0,109.58641975308642,-0.5864197530864175
1325,19:00:00,,Toronto Raptors,111.0,129.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2017-12-20 19:00:00,2.0,109.58641975308642,1.4135802469135825
1326,20:00:00,@,Milwaukee Bucks,104.0,109.0,CHO,Charlotte Hornets,"[43.038902, -87.906471]","[35.2272086, -80.8430827]",1059.4090109790793,2017-12-22 20:00:00,2.0416666666666665,109.58641975308642,-5.5864197530864175
1327,19:00:00,,Milwaukee Bucks,111.0,106.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[43.038902, -87.906471]",1059.4090109790793,2017-12-23 19:00:00,0.9583333333333334,109.58641975308642,1.4135802469135825
1328,19:00:00,,Boston Celtics,91.0,102.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2017-12-27 19:00:00,4.0,109.58641975308642,-18.586419753086417
1329,22:30:00,@,Golden State Warriors,111.0,100.0,CHO,Charlotte Hornets,"[37.8044557, -122.2713563]","[35.2272086, -80.8430827]",3680.8423197060656,2017-12-29 22:30:00,2.1458333333333335,109.58641975308642,1.4135802469135825
1330,19:00:00,@,Los Angeles Clippers,98.0,106.0,CHO,Charlotte Hornets,"[34.0536909, -118.242766]","[37.8044557, -122.2713563]",552.2639542902898,2017-12-31 19:00:00,1.8541666666666667,109.58641975308642,-11.586419753086417
1331,22:00:00,@,Sacramento Kings,131.0,111.0,CHO,Charlotte Hornets,"[38.5810606, -121.4938951]","[34.0536909, -118.242766]",581.1464879377048,2018-01-02 22:00:00,2.125,109.58641975308642,21.413580246913583
1332,22:30:00,@,Los Angeles Lakers,108.0,94.0,CHO,Charlotte Hornets,"[34.0536909, -118.242766]","[38.5810606, -121.4938951]",581.1464879377048,2018-01-05 22:30:00,3.0208333333333335,109.58641975308642,-1.5864197530864175
1333,19:00:00,,Dallas Mavericks,111.0,115.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[34.0536909, -118.242766]",3401.520391325038,2018-01-10 19:00:00,4.854166666666667,109.58641975308642,1.4135802469135825
1334,19:00:00,,Utah Jazz,99.0,88.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2018-01-12 19:00:00,2.0,109.58641975308642,-10.586419753086417
1335,17:00:00,,Oklahoma City Thunder,91.0,101.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2018-01-13 17:00:00,0.9166666666666666,109.58641975308642,-18.586419753086417
1336,12:30:00,@,Detroit Pistons,118.0,107.0,CHO,Charlotte Hornets,"[42.3315509, -83.0466403]","[35.2272086, -80.8430827]",812.136097687265,2018-01-15 12:30:00,1.8125,109.58641975308642,8.413580246913583
1337,19:00:00,,Washington Wizards,133.0,109.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[42.3315509, -83.0466403]",812.136097687265,2018-01-17 19:00:00,2.2708333333333335,109.58641975308642,23.413580246913583
1338,19:00:00,,Miami Heat,105.0,106.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2018-01-20 19:00:00,3.0000000000000004,109.58641975308642,-4.5864197530864175
1339,19:00:00,,Sacramento Kings,112.0,107.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2018-01-22 19:00:00,2.0,109.58641975308642,2.4135802469135825
1340,19:00:00,,New Orleans Pelicans,96.0,101.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2018-01-24 19:00:00,2.0,109.58641975308642,-13.586419753086417
1341,19:00:00,,Atlanta Hawks,121.0,110.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2018-01-26 19:00:00,2.0,109.58641975308642,11.413580246913583
1342,19:30:00,@,Miami Heat,91.0,95.0,CHO,Charlotte Hornets,"[25.7741728, -80.19362]","[35.2272086, -80.8430827]",1052.300119799013,2018-01-27 19:30:00,1.0208333333333333,109.58641975308642,-18.586419753086417
1343,19:00:00,@,Indiana Pacers,96.0,105.0,CHO,Charlotte Hornets,"[39.7683331, -86.1583502]","[25.7741728, -80.19362]",1650.8808429924661,2018-01-29 19:00:00,1.9791666666666667,109.58641975308642,-13.586419753086417
1344,19:30:00,@,Atlanta Hawks,123.0,110.0,CHO,Charlotte Hornets,"[33.7489924, -84.3902644]","[39.7683331, -86.1583502]",687.1272209447188,2018-01-31 19:30:00,2.0208333333333335,109.58641975308642,13.413580246913583
1345,19:00:00,,Indiana Pacers,133.0,126.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[33.7489924, -84.3902644]",364.0322421461683,2018-02-02 19:00:00,1.9791666666666667,109.58641975308642,23.413580246913583
1346,15:00:00,@,Phoenix Suns,115.0,110.0,CHO,Charlotte Hornets,"[33.4484367, -112.0741417]","[35.2272086, -80.8430827]",2860.7799737602386,2018-02-04 15:00:00,1.8333333333333333,109.58641975308642,5.4135802469135825
1347,21:00:00,@,Denver Nuggets,104.0,121.0,CHO,Charlotte Hornets,"[39.7392364, -104.9848623]","[33.4484367, -112.0741417]",942.0775007151597,2018-02-05 21:00:00,1.25,109.58641975308642,-5.5864197530864175
1348,22:00:00,@,Portland Trail Blazers,103.0,109.0,CHO,Charlotte Hornets,"[45.5202471, -122.6741949]","[39.7392364, -104.9848623]",1578.124546610458,2018-02-08 22:00:00,3.0416666666666665,109.58641975308642,-6.5864197530864175
1349,21:00:00,@,Utah Jazz,94.0,106.0,CHO,Charlotte Hornets,"[40.6593864, -111.8650787]","[45.5202471, -122.6741949]",1028.834406704157,2018-02-09 21:00:00,0.9583333333333334,109.58641975308642,-15.586419753086417
1350,13:00:00,,Toronto Raptors,103.0,123.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[40.6593864, -111.8650787]",2769.547791016115,2018-02-11 13:00:00,1.6666666666666667,109.58641975308642,-6.5864197530864175
1351,19:00:00,@,Orlando Magic,104.0,102.0,CHO,Charlotte Hornets,"[28.5421109, -81.3790304]","[35.2272086, -80.8430827]",744.5973101181996,2018-02-14 19:00:00,3.25,109.58641975308642,-5.5864197530864175
1352,19:00:00,,Brooklyn Nets,111.0,96.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[28.5421109, -81.3790304]",744.5973101181996,2018-02-22 19:00:00,8.0,109.58641975308642,1.4135802469135825
1353,19:00:00,@,Washington Wizards,122.0,105.0,CHO,Charlotte Hornets,"[38.8950368, -77.0365427]","[35.2272086, -80.8430827]",529.1020547480202,2018-02-23 19:00:00,1.0,109.58641975308642,12.413580246913583
1354,13:00:00,,Detroit Pistons,114.0,98.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[38.8950368, -77.0365427]",529.1020547480202,2018-02-25 13:00:00,1.75,109.58641975308642,4.4135802469135825
1355,19:00:00,,Chicago Bulls,118.0,103.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2018-02-27 19:00:00,2.25,109.58641975308642,8.413580246913583
1356,19:30:00,@,Boston Celtics,106.0,134.0,CHO,Charlotte Hornets,"[42.3602534, -71.0582912]","[35.2272086, -80.8430827]",1158.927362894352,2018-02-28 19:30:00,1.0208333333333333,109.58641975308642,-3.5864197530864175
1357,19:00:00,@,Philadelphia 76ers,99.0,110.0,CHO,Charlotte Hornets,"[39.952583, -75.165222]","[42.3602534, -71.0582912]",435.4063338580781,2018-03-02 19:00:00,1.9791666666666667,109.58641975308642,-10.586419753086417
1358,18:00:00,@,Toronto Raptors,98.0,103.0,CHO,Charlotte Hornets,"[43.6534817, -79.3839347]","[39.952583, -75.165222]",539.5321015251168,2018-03-04 18:00:00,1.9583333333333333,109.58641975308642,-11.586419753086417
1359,19:00:00,,Philadelphia 76ers,114.0,128.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[43.6534817, -79.3839347]",944.6612860094633,2018-03-06 19:00:00,2.0416666666666665,109.58641975308642,4.4135802469135825
1360,19:00:00,,Brooklyn Nets,111.0,125.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2018-03-08 19:00:00,2.0,109.58641975308642,1.4135802469135825
1361,17:00:00,,Phoenix Suns,122.0,115.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2018-03-10 17:00:00,1.9166666666666667,109.58641975308642,12.413580246913583
1362,20:00:00,@,New Orleans Pelicans,115.0,119.0,CHO,Charlotte Hornets,"[29.9499323, -90.0701156]","[35.2272086, -80.8430827]",1043.3735284678378,2018-03-13 20:00:00,3.125,109.58641975308642,5.4135802469135825
1363,19:30:00,@,Atlanta Hawks,129.0,117.0,CHO,Charlotte Hornets,"[33.7489924, -84.3902644]","[29.9499323, -90.0701156]",682.1910813216259,2018-03-15 19:30:00,1.9791666666666667,109.58641975308642,19.413580246913583
1364,19:30:00,@,New York Knicks,101.0,124.0,CHO,Charlotte Hornets,"[40.75054931640625, -73.99356079101562]","[33.7489924, -84.3902644]",1203.0736167696073,2018-03-17 19:30:00,2.0,109.58641975308642,-8.586419753086417
1365,19:00:00,@,Philadelphia 76ers,94.0,108.0,CHO,Charlotte Hornets,"[39.952583, -75.165222]","[40.75054931640625, -73.99356079101562]",133.07109688058318,2018-03-19 19:00:00,1.9791666666666667,109.58641975308642,-15.586419753086417
1366,19:30:00,@,Brooklyn Nets,111.0,105.0,CHO,Charlotte Hornets,"[40.678177, -73.94416]","[39.952583, -75.165222]",131.16984168004296,2018-03-21 19:30:00,2.0208333333333335,109.58641975308642,1.4135802469135825
1367,19:00:00,,Memphis Grizzlies,140.0,79.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[40.678177, -73.94416]",855.2250427773808,2018-03-22 19:00:00,0.9791666666666666,109.58641975308642,30.413580246913583
1368,20:30:00,@,Dallas Mavericks,102.0,98.0,CHO,Charlotte Hornets,"[32.7762719, -96.7968559]","[35.2272086, -80.8430827]",1493.0358510644498,2018-03-24 20:30:00,2.0625,109.58641975308642,-7.5864197530864175
1369,19:00:00,,New York Knicks,137.0,128.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[32.7762719, -96.7968559]",1493.0358510644498,2018-03-26 19:00:00,1.9375,109.58641975308642,27.413580246913583
1370,19:00:00,,Cleveland Cavaliers,105.0,118.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2018-03-28 19:00:00,2.0,109.58641975308642,-4.5864197530864175
1371,15:00:00,@,Washington Wizards,93.0,107.0,CHO,Charlotte Hornets,"[38.8950368, -77.0365427]","[35.2272086, -80.8430827]",529.1020547480202,2018-03-31 15:00:00,2.8333333333333335,109.58641975308642,-16.586419753086417
1372,13:00:00,,Philadelphia 76ers,102.0,119.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[38.8950368, -77.0365427]",529.1020547480202,2018-04-01 13:00:00,0.9166666666666666,109.58641975308642,-7.5864197530864175
1373,20:00:00,@,Chicago Bulls,114.0,120.0,CHO,Charlotte Hornets,"[41.8810409, -87.6711385]","[35.2272086, -80.8430827]",947.3655728098578,2018-04-03 20:00:00,2.2916666666666665,109.58641975308642,4.4135802469135825
1374,19:00:00,@,Orlando Magic,137.0,100.0,CHO,Charlotte Hornets,"[28.5421109, -81.3790304]","[41.8810409, -87.6711385]",1587.3696073505798,2018-04-06 19:00:00,2.9583333333333335,109.58641975308642,27.413580246913583
1375,13:00:00,,Indiana Pacers,117.0,123.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[28.5421109, -81.3790304]",744.5973101181996,2018-04-08 13:00:00,1.75,109.58641975308642,7.4135802469135825
1376,19:00:00,@,Indiana Pacers,119.0,93.0,CHO,Charlotte Hornets,"[39.7683331, -86.1583502]","[35.2272086, -80.8430827]",688.3885118859098,2018-04-10 19:00:00,2.25,109.58641975308642,9.413580246913583
1377,19:00:00,@,Orlando Magic,120.0,88.0,CHO,Charlotte Hornets,"[28.5421109, -81.3790304]","[35.2272086, -80.8430827]",744.5973101181996,2018-10-19 19:00:00,2.0,109.58641975308642,10.413580246913583
1378,20:00:00,@,Miami Heat,113.0,112.0,CHO,Charlotte Hornets,"[25.7741728, -80.19362]","[28.5421109, -81.3790304]",329.15397418736865,2018-10-20 20:00:00,1.0416666666666667,109.58641975308642,3.4135802469135825
1379,19:30:00,@,Toronto Raptors,106.0,127.0,CHO,Charlotte Hornets,"[43.6534817, -79.3839347]","[25.7741728, -80.19362]",1988.1889812356646,2018-10-22 19:30:00,1.9791666666666667,109.58641975308642,-3.5864197530864175
1380,20:00:00,@,Chicago Bulls,110.0,112.0,CHO,Charlotte Hornets,"[41.8810409, -87.6711385]","[43.6534817, -79.3839347]",703.8149864220176,2018-10-24 20:00:00,2.0208333333333335,109.58641975308642,0.4135802469135825
1381,19:00:00,,Chicago Bulls,135.0,106.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[41.8810409, -87.6711385]",947.3655728098578,2018-10-26 19:00:00,1.9583333333333333,109.58641975308642,25.413580246913583
1382,19:30:00,@,Philadelphia 76ers,103.0,105.0,CHO,Charlotte Hornets,"[39.952583, -75.165222]","[35.2272086, -80.8430827]",724.7300084540823,2018-10-27 19:30:00,1.0208333333333333,109.58641975308642,-6.5864197530864175
1383,19:00:00,,Miami Heat,125.0,113.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[39.952583, -75.165222]",724.7300084540823,2018-10-30 19:00:00,2.979166666666667,109.58641975308642,15.413580246913583
1384,19:00:00,,Oklahoma City Thunder,107.0,111.0,CHO,Charlotte Hornets,"[35.2272086, -80.8430827]","[35.2272086, -80.8430827]",0.0,2018-11-01 19:00:00,2.0,109.58641975308642,-2.5864197530864175
